Index,Factor,Shape Factor,nInfluencePoints
1944,11.9,0.0841457,20
1945,11,0.0777817,22
1946,9.2,0.0650538,26
1947,8.2,0.0579828,26
1948,8.3,0.0586899,25
1949,8.3,0.0586899,25
1950,8.3,0.0586899,25
1951,9.6,0.0678823,24
1952,10,0.0707107,23
1953,10.2,0.0721249,22
1954,10.2,0.0721249,21
1955,10.3,0.072832,20
1956,10.3,0.072832,20
1957,10.3,0.072832,20
1958,10.3,0.072832,20
1959,10.3,0.072832,20
1960,10.3,0.072832,20
1961,10.3,0.072832,20
1962,10.3,0.072832,20
1963,10.3,0.072832,20
1964,10.3,0.072832,20
1965,10.3,0.072832,20
1966,10.3,0.072832,20
1967,10.3,0.072832,20
1968,10.3,0.072832,20
1969,10.3,0.072832,20
1970,10.3,0.072832,20
1971,10.3,0.072832,20
1972,10.3,0.072832,20
1973,10.3,0.072832,20
1974,10.3,0.072832,20
1975,10.3,0.072832,20
1976,10.3,0.072832,20
1977,10.3,0.072832,20
1978,10.3,0.072832,20
1979,10.3,0.072832,20
1980,10.3,0.072832,20
1981,10.3,0.072832,20
1982,10.3,0.072832,20
1983,10.3,0.072832,20
1984,10.3,0.072832,20
1985,10.3,0.072832,20
1986,10.3,0.072832,20
1987,10.3,0.072832,20
1988,10.3,0.072832,20
1989,10.3,0.072832,20
1990,10.3,0.072832,20
1991,9.2,0.0650538,21
1992,9.7,0.0685894,22
1993,11.8,0.0834386,19
1994,11.8,0.0834386,20
1995,10.6,0.0749533,22
1996,9.7,0.0685894,25
1997,10.2,0.0721249,22
1998,10,0.0707107,24
1999,10.4,0.0735391,21
2000,10.4,0.0735391,22
2001,13.3,0.0940452,19
